city_name,departure_count,arrival_count,Latitude,Longitude
"Peoria, Illinois",315325,313627,40.752,-89.6154
"Perryville, Alaska",179,212,37.85875824,-89.86974517
"Petersburg, Alaska",24921,24479,56.8012,-132.9456
"Philadelphia, Pennsylvania",11632521,11697444,40.0077,-75.1339
"Phoenix, Arizona",23550647,23347743,33.5722,-112.0892
"Pierre, South Dakota",15871,15748,44.3748,-100.3205
"Pilot Point, Alaska",217,236,57.58051068,-157.5701403
"Pilot Station, Alaska",3211,3064,61.9364,-162.899
"Pittsburgh, Pennsylvania",4401283,4405741,40.4397,-79.9763
"Platinum, Alaska",495,511,59.0113,-161.819
"Plattsburgh, New York",72145,70349,44.6951,-73.4563
"Plymouth, Massachusetts",124,114,41.8783,-70.6309
"Pocatello, Idaho",17453,15967,42.8724,-112.4647
"Point Hope, Alaska",4052,4078,68.34679275,-166.8015274
"Point Lay, Alaska",1470,1470,69.7378,-163.0056
"Pontiac, Michigan",419,1751,42.6493,-83.2878
"Port Alexander, Alaska",123,108,56.24729258,-134.6479693
"Port Alsworth, Alaska",207,220,60.20266586,-154.3179987
"Port Graham, Alaska",1605,2291,59.348,-151.8311
"Port Heiden, Alaska",443,444,56.9591,-158.631
"Port Lions, Alaska",1213,1149,57.8683,-152.8461
"Port Moller, Alaska",255,364,55.9838,-160.5679
"Portland, Maine",1114432,1108402,43.6773,-70.2715
"Portland, Oregon",7746872,7768676,45.5371,-122.65
"Portsmouth, New Hampshire",50088,51434,43.058,-70.7826
"Prescott, Arizona",24570,25883,34.5849,-112.4473
"Presque Isle/Houlton, Maine",19254,19133,46.6868,-67.9874
"Prospect Creek, Alaska",740,789,66.81396,-150.64385
"Providence, Rhode Island",1731530,1733057,41.823,-71.4187
"Provincetown, Massachusetts",7612,6809,42.0715,-70.2214
"Provo, Utah",414974,403789,40.2457,-111.6457
"Pueblo, Colorado",3358,3165,38.2701,-104.6114
"Pullman, Washington",63835,62894,46.7336,-117.168
"Punta Gorda, Florida",949709,950010,26.8941,-82.0513
"Quincy, Illinois",4698,4753,39.9336,-91.3799
"Quinhagak, Alaska",5132,5015,59.7556,-161.8453
"Raleigh/Durham, North Carolina",6821141,6814881,35.8324,-78.6429
"Rampart, Alaska",554,535,65.5077,-150.1416
"Rapid City, South Dakota",345546,343841,44.0716,-103.2204
"Red Dog, Alaska",15094,15192,68.0321,-162.8992
"Redding, California",87657,87424,40.5698,-122.365
"Reno, Nevada",2215786,2218853,39.5497,-119.8483
"Renton, Washington",1838,1767,47.4784,-122.1918
"Rhinelander, Wisconsin",20986,21396,45.62643524,-89.46174874
"Richmond, Virginia",2398660,2389700,37.5295,-77.4756
"Rifle, Colorado",407,423,39.5362,-107.7729
"Riverside, California",2129,3460,33.9381,-117.3949
"Riverton/Lander, Wyoming",15344,15188,43.0421,-108.4144
"Roanoke, Virginia",345521,345128,37.2785,-79.9581
"Roche Harbor, Washington",4132,4336,48.6087,-123.1587
"Rochester, Minnesota",93373,92009,44.0154,-92.478
"Rochester, New York",1323755,1321939,43.168,-77.6162
"Rock Springs, Wyoming",16158,15798,41.5947,-109.2209
"Rockford, Illinois",119699,118688,42.2596,-89.064
"Rockland, Maine",6879,6881,44.06085657,-69.09379475
"Rosario, Washington",1719,1820,48.6483,-122.8735
"Roswell, New Mexico",44939,43674,33.373,-104.5294
"Ruby, Alaska",1476,1479,64.73,-155.47
"Russian Mission, Alaska",2198,2199,61.785,-161.3194
"Rutland, Vermont",5179,5071,43.6092,-72.9783
"Sacramento, California",6181510,6176039,38.5677,-121.4685
"Saginaw/Bay City/Midland, Michigan",93530,89506,43.4199,-83.9501
"Salem, Oregon",6989,6635,44.9233,-123.0244
"Salina, Kansas",14991,14946,38.8136,-97.6143
"Salisbury, Maryland",52126,51526,38.3756,-75.5865
"Salt Lake City, Utah",12277617,12305117,40.7776,-111.9311
"San Angelo, Texas",51855,50030,31.4424,-100.4504
"San Antonio, Texas",5025407,4831375,29.4632,-98.5238
"San Bernardino, California",27307,27620,34.1416,-117.2943
"San Carlos, California",3546,3493,37.4982,-122.2677
"San Diego, California",11739422,11478908,32.8313,-117.1222
"San Francisco, California",17430396,17455908,37.7558,-122.4449
"San Jose, California",5603226,5601880,37.3012,-121.848
"San Luis Obispo, California",324671,319685,35.2669,-120.669
"Sandpoint, Alaska",2576,2722,55.3157802,-160.5236804
"Sanford, Florida",1384293,1396829,28.7891,-81.2757
"Santa Ana, California",5524075,5583492,33.7367,-117.8819
"Santa Barbara, California",638496,634477,34.4285,-119.7202
"Santa Fe, New Mexico",140188,142280,35.6619,-105.9819
"Santa Maria, California",14160,13838,34.9333,-120.4431
"Santa Rosa, California",317911,317317,38.4458,-122.7067
"Saranac Lake/Lake Placid, New York",4876,4748,44.28508894,-73.97441302
"Sarasota/Bradenton, Florida",2127753,2121972,27.3387,-82.5432
"Sault Ste. Marie, Michigan",22166,22178,46.4817,-84.3723
"Savannah, Georgia",1907582,1907514,32.0286,-81.1821
"Savoonga, Alaska",3310,3271,63.68969696,-170.4768041
"Scammon Bay, Alaska",3593,3508,61.84566457,-165.5789988
"Scottsbluff, Nebraska",12043,11655,41.8684,-103.6616
"Scranton/Wilkes-Barre, Pennsylvania",173984,173204,41.4044,-75.6649
"Seal Bay, Alaska",168,143,57.92,-152.5
"Seattle, Washington",21851685,21914346,47.6211,-122.3244
"Selawik, Alaska",3972,4014,66.6001,-160.0001
"Seldovia, Alaska",3379,4010,59.441,-151.7039
"Shageluk, Alaska",232,271,62.6929,-159.5698
"Shaktoolik, Alaska",1627,1634,64.36816956,-161.2206632
"Sheldon Point, Alaska",1015,1029,62.52022034,-164.8481021
"Sheridan, Wyoming",26614,24628,44.7961,-106.9642
"Shishmaref, Alaska",3478,3440,66.256,-166.059
"Show Low, Arizona",3728,3519,34.2671,-110.0384
"Shreveport, Louisiana",308766,302885,32.4653,-93.7955
"Shungnak, Alaska",1563,1556,66.88612298,-157.152313
"Sidney, Montana",8020,7690,47.71093212,-104.1845855
"Silver City/Hurley, New Mexico",6973,6732,32.7783,-108.2699
"Sioux City, Iowa",27086,26300,42.4959,-96.3901
"Sioux Falls, South Dakota",655230,656718,43.5396,-96.7311
"Sitka, Alaska",96214,96444,57.05308793,-135.3653068
"Skagway, Alaska",4953,4881,59.46027381,-135.3169226
"Sleetmute, Alaska",161,191,61.70217016,-157.1666956
"Smyrna, Tennessee",1150,971,35.9687,-86.5264
"South Bend, Indiana",411225,411160,41.6767,-86.2696
"Spokane, Washington",2002254,2001516,47.6671,-117.433
"Springfield, Illinois",50505,51247,39.7709,-89.654
"Springfield, Missouri",632448,632908,37.1943,-93.2916
"St. Cloud, Minnesota",19543,19315,45.534,-94.1718
"St. George Island, Alaska",274,313,56.57726507,-169.6632203
"St. George, Utah",136341,134870,37.0758,-113.5752
"St. Louis, Missouri",7085819,7105980,38.6359,-90.2451
"St. Mary's, Alaska",4933,5104,62.05649977,-163.3011655
"St. Michael, Alaska",1840,1791,63.48583092,-162.116587
"St. Paul, Alaska",1775,1885,57.167,-170.22
"St. Petersburg, Florida",1237706,1240740,27.7931,-82.6652
"State College, Pennsylvania",138785,135777,40.7909,-77.8567
"Staunton, Virginia",7966,7627,38.1593,-79.0611
"Stebbins, Alaska",2049,2072,63.5067,-162.2728
"Stevens Village, Alaska",274,266,66.0061,-149.0983
"Stillwater, Oklahoma",35295,33891,36.1317,-97.0742
"Stockton, California",67539,66925,37.9765,-121.3109
"Sun Valley/Hailey/Ketchum, Idaho",109234,108401,43.50772517,-114.3011443
"Syracuse, New York",1412661,1406349,43.0407,-76.1437
"Tacoma, Washington",233,131,47.2431,-122.4531
"Takotna, Alaska",468,486,62.989,-156.0673
"Tallahassee, Florida",416321,413469,30.4551,-84.2527
"Tampa, Florida",10816388,10834672,27.9945,-82.4447
"Tanana, Alaska",1703,1737,65.1744,-152.1094
"Taos, New Mexico",7028,7206,36.4581,-105.671
"Tatitlek, Alaska",549,588,60.87257714,-146.6904144
"Teller, Alaska",1334,1274,65.24165189,-166.3355515
"Telluride, Colorado",10687,10972,37.9538,-107.9071
"Tenakee, Alaska",451,458,57.7793,-135.2183
"Terre Haute, Indiana",375,365,39.466,-87.3751
"Teterboro, New Jersey",6482,6270,40.85844557,-74.06156139
"Texarkana, Arkansas",41949,40042,33.436,-93.9959
"Thermal, California",127,112,33.6267,-116.1608
"Thief River Falls, Minnesota",8143,7994,48.1108,-96.1778
"Thorne Bay, Alaska",218,266,55.6872,-132.5361
"Togiak, Alaska",2904,2858,59.0528,-160.3974
"Tok, Alaska",486,330,63.32961923,-142.9544605
"Toksook, Alaska",3200,3167,60.5382682,-165.0868657
"Toledo, Ohio",70298,69315,41.6638,-83.5827
"Topeka, Kansas",3226,4019,39.0346,-95.6955
"Trading Bay, Alaska",251,283,60.8283,-151.7239
"Traverse City, Michigan",347167,343654,44.7546,-85.6038
"Trenton, New Jersey",326048,324851,40.2237,-74.7641
"Truckee, California",1329,1366,39.3455,-120.1848
"Tucson, Arizona",1920810,1749177,32.1541,-110.8787
"Tulsa, Oklahoma",1570663,1576248,36.1283,-95.9042
"Tuluksak, Alaska",2244,2112,61.0967,-160.9589
"Tuntutuliak, Alaska",3163,3001,60.34999153,-162.6561882
"Tununak, Alaska",1674,1654,60.57102946,-165.2472936
"Tupelo, Mississippi",13445,12807,34.2692,-88.7318
"Tuscaloosa, Alabama",3257,2502,33.2348,-87.5268
"Twin Falls, Idaho",19852,18966,42.5645,-114.4613
"Twin Hills, Alaska",577,598,59.07398828,-160.2752938
"Tyler, Texas",50146,45465,32.3184,-95.3062
"Tyonek, Alaska",1515,1574,61.07399585,-151.1333623
"Unalakleet, Alaska",8312,8381,63.8734,-160.7983
"Unalaska, Alaska",19353,18103,53.8991,-166.5437
"Valdez, Alaska",4220,4264,61.13442802,-146.2442774
"Valdosta, Georgia",42251,40745,30.8502,-83.2788
"Valparaiso, Florida",1116717,1122263,30.50221536,-86.55006325
"Van Nuys, California",2004,2351,34.2098,-118.489
"Venetie, Alaska",1629,1680,67.00641253,-146.3778478
"Vernal, Utah",13952,13858,40.4517,-109.5378
"Vero Beach, Florida",42032,43063,27.6463,-80.393
"Victoria, Texas",11292,10723,28.8287,-96.9849
"Victorville, California",1155,1724,34.5277,-117.3536
"Waco, Texas",51863,47604,31.5599,-97.1882
"Wainwright, Alaska",3095,3191,70.63722502,-160.0001928
"Wales, Alaska",1111,1096,65.6231733,-168.0950152
"Walla Walla, Washington",26465,25523,46.0671,-118.3368
"Washington, DC",19553196,19597943,38.85779787,-77.03827439
"Waterbury, Connecticut",123,107,41.5582,-73.0361
"Waterloo, Iowa",12814,12950,42.4918,-92.3522
"Watertown, New York",21436,22815,43.9734,-75.9094
"Watertown, South Dakota",15532,15549,44.9094,-97.1532
"Wenatchee, Washington",27647,26800,47.436,-120.3295
"West Palm Beach/Palm Beach, Florida",3784669,3767716,26.7469,-80.132
"West Yellowstone, Montana",8735,8796,44.68701894,-111.1139579
"Westerly, Rhode Island",12297,14867,41.3635,-71.7899
"Westfield, Massachusetts",1247,1114,42.1382,-72.7561
"Westhampton, New York",496,674,40.84516153,-72.64176113
"Westsound, Washington",722,766,48.61593675,-122.949861
"White Mountain, Alaska",1307,1306,64.68619989,-163.4109092
"White Plains, New York",1152825,1155436,41.022,-73.7547
"Whitmore, Arizona",7087,4339,36.25990385,-113.2313981
"Wichita Falls, Texas",25073,20089,33.9072,-98.5291
"Wichita, Kansas",843006,842445,37.6895,-97.3443
"Williamsport, Pennsylvania",139,188,41.2399,-77.037
"Williston, North Dakota",82247,80004,48.1814,-103.6364
"Wilmington, Delaware",131244,128632,39.7415,-75.5416
"Wilmington, North Carolina",655115,651282,34.2099,-77.8866
"Winston-Salem, North Carolina",603,693,36.1029,-80.261
"Wolf Point, Montana",3153,3072,48.0944,-105.5756
"Worcester, Massachusetts",104677,104250,42.2705,-71.8079
"Wrangell, Alaska",14323,14067,56.4843,-132.3701
"Yakima, Washington",24023,23245,46.5923,-120.5496
"Yakutat, Alaska",12105,11664,59.5033,-139.6602
"Youngstown/Warren, Ohio",690,774,41.0993,-80.6463
"Yuma, Arizona",90538,77630,32.5995,-114.5491
