ORIGIN_CITY_NAME,DEST_CITY_NAME,YEAR,ORIGIN_LAT,ORIGIN_LNG,DEST_LAT,DEST_LNG
"Akiachak, AK","Akron, OH",2023,60.9054549,-161.4244387,41.0798,-81.5219
"Akiachak, AK","Greenville, NC",2023,60.9054549,-161.4244387,35.5943,-77.376
"Akiachak, AK","Yuma, AZ",2023,60.9054549,-161.4244387,32.5995,-114.5491
"Akiachak, AK","Medford, OR",2023,60.9054549,-161.4244387,42.3372,-122.854
"Akiachak, AK","Chicago, IL",2023,60.9054549,-161.4244387,41.8375,-87.6866
"Akiachak, AK","Memphis, TN",2023,60.9054549,-161.4244387,35.1087,-89.9663
"Akiachak, AK","Greer, SC",2023,60.9054549,-161.4244387,34.933,-82.2313
"Akiachak, AK","Ontario, CA",2023,60.9054549,-161.4244387,34.0393,-117.6064
"Akiachak, AK",West Palm Beach,2023,60.9054549,-161.4244387,26.7469,-80.132
"Akiachak, AK","Napaskiak, AK",2023,60.9054549,-161.4244387,60.70511222,-161.7757498
"Akiachak, AK","Columbus, GA",2023,60.9054549,-161.4244387,32.51,-84.8771
"Akiachak, AK","Dayton, OH",2023,60.9054549,-161.4244387,39.7805,-84.2003
"Akiachak, AK","San Jose, CA",2023,60.9054549,-161.4244387,37.3012,-121.848
"Akiachak, AK","Grand Rapids, MI",2023,60.9054549,-161.4244387,42.9619,-85.6562
"Akiachak, AK","Philadelphia, PA",2023,60.9054549,-161.4244387,40.0077,-75.1339
"Akiachak, AK","Denver, CO",2023,60.9054549,-161.4244387,39.762,-104.8758
"Akiak, AK","Palm Springs, CA",2023,60.902,-161.2316,33.8017,-116.5382
"Akiak, AK","Chenega, AK",2023,60.902,-161.2316,60.07883456,-147.9945494
"Akiak, AK","Tucson, AZ",2023,60.902,-161.2316,32.1541,-110.8787
"Akiak, AK","Indianapolis, IN",2023,60.902,-161.2316,39.7771,-86.1458
"Akiak, AK","Indianapolis, IN",2023,60.902,-161.2316,39.7771,-86.1458
"Akiak, AK","Gary, IN",2023,60.902,-161.2316,41.5905,-87.3473
"Akiak, AK","Harrisburg, PA",2023,60.902,-161.2316,40.2752,-76.8843
"Akiak, AK","Los Angeles, CA",2023,60.902,-161.2316,34.1141,-118.4068
"Akiak, AK","Oklahoma City, OK",2023,60.902,-161.2316,35.4676,-97.5136
"Akiak, AK","Tuluksak, AK",2023,60.902,-161.2316,61.0967,-160.9589
"Akiak, AK","Islip, NY",2023,60.902,-161.2316,40.7385,-73.1888
"Akiak, AK","Portland, OR",2023,60.902,-161.2316,45.5371,-122.65
"Akiak, AK","Indianapolis, IN",2023,60.902,-161.2316,39.7771,-86.1458
"Akron, OH","Sanford, FL",2023,41.0798,-81.5219,28.7891,-81.2757
"Akron, OH","Atlanta, GA",2023,41.0798,-81.5219,33.7628,-84.422
"Akron, OH","San Jose, CA",2023,41.0798,-81.5219,37.3012,-121.848
"Akron, OH","Los Angeles, CA",2023,41.0798,-81.5219,34.1141,-118.4068
"Akron, OH","Sacramento, CA",2023,41.0798,-81.5219,38.5677,-121.4685
"Akron, OH","Louisville, KY",2023,41.0798,-81.5219,38.1663,-85.6485
"Akron, OH","Jacksonville, FL",2023,41.0798,-81.5219,30.3322,-81.6749
"Akron, OH","Naples, FL",2023,41.0798,-81.5219,26.1504,-81.7936
"Akron, OH","Memphis, TN",2023,41.0798,-81.5219,35.1087,-89.9663
"Akron, OH","Boise, ID",2023,41.0798,-81.5219,43.6005,-116.2308
"Akron, OH","Fairbanks, AK",2023,41.0798,-81.5219,64.8353,-147.6533
"Akron, OH",Sarasota,2023,41.0798,-81.5219,27.3387,-82.5432
"Akron, OH","Napa, CA",2023,41.0798,-81.5219,38.2975,-122.301
"Akron, OH","Baltimore, MD",2023,41.0798,-81.5219,39.3051,-76.6144
"Akron, OH","Salem, OR",2023,41.0798,-81.5219,44.9233,-123.0244
"Akron, OH","East Hampton, NY",2023,41.0798,-81.5219,41.0117,-72.1277
"Akron, OH","Page, AZ",2023,41.0798,-81.5219,36.92452314,-111.4511671
"Akron, OH","Miami, FL",2023,41.0798,-81.5219,25.784,-80.2101
"Akron, OH","San Jose, CA",2023,41.0798,-81.5219,37.3012,-121.848
"Akron, OH","Las Vegas, NV",2023,41.0798,-81.5219,36.2333,-115.2654
"Akron, OH","Tampa, FL",2023,41.0798,-81.5219,27.9945,-82.4447
"Akron, OH","Albuquerque, NM",2023,41.0798,-81.5219,35.1054,-106.6465
"Akron, OH","Washington, DC",2023,41.0798,-81.5219,38.85779787,-77.03827439
"Akron, OH","Augusta, GA",2023,41.0798,-81.5219,33.3645,-82.0708
"Akron, OH","Charlotte, NC",2023,41.0798,-81.5219,35.2083,-80.8303
"Akron, OH","Los Angeles, CA",2023,41.0798,-81.5219,34.1141,-118.4068
"Akron, OH","Mammoth Lakes, CA",2023,41.0798,-81.5219,37.64719,-118.967453
"Akron, OH","Boston, MA",2023,41.0798,-81.5219,42.3188,-71.0852
"Akron, OH","San Jose, CA",2023,41.0798,-81.5219,37.3012,-121.848
"Akron, OH","Minneapolis, MN",2023,41.0798,-81.5219,44.9635,-93.2678
"Akron, OH","Muscle Shoals, AL",2023,41.0798,-81.5219,34.7432,-87.6343
"Akron, OH","Kasigluk, AK",2023,41.0798,-81.5219,60.8733,-162.524
"Akron, OH","Casper, WY",2023,41.0798,-81.5219,42.842,-106.3208
"Akron, OH","Boise, ID",2023,41.0798,-81.5219,43.6005,-116.2308
"Akron, OH","Hartford, CT",2023,41.0798,-81.5219,41.7661,-72.6834
"Akron, OH","Shreveport, LA",2023,41.0798,-81.5219,32.4653,-93.7955
"Akron, OH",Belmar,2023,41.0798,-81.5219,40.186,-74.1249
"Akron, OH","Jackson, WY",2023,41.0798,-81.5219,43.472,-110.7746
"Akun, AK","Nashville, TN",2023,54.1325,-165.7854,36.1715,-86.7842
"Akun, AK","Seattle, WA",2023,54.1325,-165.7854,47.6211,-122.3244
"Akun, AK","Albuquerque, NM",2023,54.1325,-165.7854,35.1054,-106.6465
"Akutan, AK","New York, NY",2023,54.13787805,-165.7785355,40.6943,-73.9249
"Alakanuk, AK","New York, NY",2023,62.68579958,-164.7220982,40.6943,-73.9249
"Alakanuk, AK","Jacksonville, FL",2023,62.68579958,-164.7220982,30.3322,-81.6749
"Alakanuk, AK","St. Louis, MO",2023,62.68579958,-164.7220982,38.6359,-90.2451
"Alakanuk, AK","St. Petersburg, FL",2023,62.68579958,-164.7220982,27.7931,-82.6652
"Alakanuk, AK","Charlottesville, VA",2023,62.68579958,-164.7220982,38.0375,-78.4855
"Alakanuk, AK","Des Moines, IA",2023,62.68579958,-164.7220982,41.5725,-93.6105
"Alakanuk, AK","Washington, DC",2023,62.68579958,-164.7220982,38.85779787,-77.03827439
"Alakanuk, AK","Traverse City, MI",2023,62.68579958,-164.7220982,44.7546,-85.6038
"Alakanuk, AK","Syracuse, NY",2023,62.68579958,-164.7220982,43.0407,-76.1437
"Alakanuk, AK","Kansas City, MO",2023,62.68579958,-164.7220982,39.1238,-94.5541
"Alakanuk, AK","New Orleans, LA",2023,62.68579958,-164.7220982,30.0687,-89.9288
"Alakanuk, AK","El Paso, TX",2023,62.68579958,-164.7220982,31.8476,-106.43
"Alakanuk, AK","Kwigillingok, AK",2023,62.68579958,-164.7220982,59.87594947,-163.1681233
"Alakanuk, AK","Tampa, FL",2023,62.68579958,-164.7220982,27.9945,-82.4447
"Alakanuk, AK","Lubbock, TX",2023,62.68579958,-164.7220982,33.5657,-101.8879
"Alakanuk, AK","Salt Lake City, UT",2023,62.68579958,-164.7220982,40.7776,-111.9311
"Alakanuk, AK","Savannah, GA",2023,62.68579958,-164.7220982,32.0286,-81.1821
"Alamosa, CO","Houston, TX",2023,37.4752,-105.877,29.786,-95.3885
"Albany, GA","Knoxville, TN",2023,31.5776,-84.1762,35.9692,-83.9496
"Albany, GA","Minneapolis, MN",2023,31.5776,-84.1762,44.9635,-93.2678
"Albany, GA","Cleveland, OH",2023,31.5776,-84.1762,41.4764,-81.6805
"Albany, GA","New York, NY",2023,31.5776,-84.1762,40.6943,-73.9249
"Albany, GA","Anchorage, AK",2023,31.5776,-84.1762,61.1508,-149.1091
"Albany, GA","Albany, NY",2023,31.5776,-84.1762,42.6664,-73.7987
"Albany, GA","Miami, FL",2023,31.5776,-84.1762,25.784,-80.2101
"Albany, GA","Dallas/Fort Worth, Texas",2023,31.5776,-84.1762,32.7935,-96.7667
"Albany, GA","Augusta, GA",2023,31.5776,-84.1762,33.3645,-82.0708
"Albany, GA","Santa Barbara, CA",2023,31.5776,-84.1762,34.4285,-119.7202
"Albany, GA","Charlotte, NC",2023,31.5776,-84.1762,35.2083,-80.8303
"Albany, GA","Columbia, SC",2023,31.5776,-84.1762,34.0378,-80.9036
"Albany, GA",Belmar,2023,31.5776,-84.1762,40.186,-74.1249
"Albany, GA","Phoenix, AZ",2023,31.5776,-84.1762,33.5722,-112.0892
"Albany, GA","Chalkyitsik, AK",2023,31.5776,-84.1762,66.645,-143.7256
"Albany, GA","Hayden, CO",2023,31.5776,-84.1762,40.4812,-107.2187
"Albany, GA","Denver, CO",2023,31.5776,-84.1762,39.762,-104.8758
"Albany, GA","Indianapolis, IN",2023,31.5776,-84.1762,39.7771,-86.1458
"Albany, GA","San Diego, CA",2023,31.5776,-84.1762,32.8313,-117.1222
"Albany, GA","Miami, FL",2023,31.5776,-84.1762,25.784,-80.2101
"Albany, NY","Phoenix, AZ",2023,42.6664,-73.7987,33.5722,-112.0892
"Albany, NY","Cleveland, OH",2023,42.6664,-73.7987,41.4764,-81.6805
"Albany, NY","East Farmingdale, NY",2023,42.6664,-73.7987,40.7287,-73.4134
"Albany, NY","Louisville, KY",2023,42.6664,-73.7987,38.1663,-85.6485
"Albany, NY","Austin, TX",2023,42.6664,-73.7987,30.3005,-97.7522
"Albany, NY","Teterboro, NJ",2023,42.6664,-73.7987,40.85844557,-74.06156139
"Albany, NY","New Haven, CT",2023,42.6664,-73.7987,41.3113,-72.9246
"Albany, NY","Carlsbad, CA",2023,42.6664,-73.7987,33.1246,-117.2834
"Albany, NY","Charlotte, NC",2023,42.6664,-73.7987,35.2083,-80.8303
"Albany, NY","Pittsburgh, PA",2023,42.6664,-73.7987,40.4397,-79.9763
"Albany, NY","New York, NY",2023,42.6664,-73.7987,40.6943,-73.9249
"Albany, NY","Seattle, WA",2023,42.6664,-73.7987,47.6211,-122.3244
"Albany, NY","Atlanta, GA",2023,42.6664,-73.7987,33.7628,-84.422
"Albany, NY","Cincinnati, OH",2023,42.6664,-73.7987,39.1413,-84.506
"Albany, NY","San Diego, CA",2023,42.6664,-73.7987,32.8313,-117.1222
"Albany, NY","Anchorage, AK",2023,42.6664,-73.7987,61.1508,-149.1091
"Albany, NY","Emmonak, AK",2023,42.6664,-73.7987,62.78061222,-164.4899217
"Albany, NY","Minneapolis, MN",2023,42.6664,-73.7987,44.9635,-93.2678
"Albany, NY","Dillingham, AK",2023,42.6664,-73.7987,59.0454,-158.5055
"Albany, NY","Bowling Green, KY",2023,42.6664,-73.7987,36.9716,-86.4378
"Albany, NY","Cold Bay, AK",2023,42.6664,-73.7987,55.20772652,-162.7224913
"Albany, NY","Scammon Bay, AK",2023,42.6664,-73.7987,61.84566457,-165.5789988
"Albany, NY","Milwaukee, WI",2023,42.6664,-73.7987,43.0642,-87.9675
"Albany, NY","Lexington, KY",2023,42.6664,-73.7987,38.0423,-84.4587
"Albany, NY","Eugene, OR",2023,42.6664,-73.7987,44.0564,-123.1174
"Albany, NY","Toledo, OH",2023,42.6664,-73.7987,41.6638,-83.5827
"Albany, NY","White Plains, NY",2023,42.6664,-73.7987,41.022,-73.7547
"Albany, NY","New Haven, CT",2023,42.6664,-73.7987,41.3113,-72.9246
"Albany, NY","Harrisburg, PA",2023,42.6664,-73.7987,40.2752,-76.8843
"Albany, NY","Chicago, IL",2023,42.6664,-73.7987,41.8375,-87.6866
"Albany, NY","Boston, MA",2023,42.6664,-73.7987,42.3188,-71.0852
"Albany, NY","Detroit, MI",2023,42.6664,-73.7987,42.3834,-83.1024
"Albany, NY",Belmar,2023,42.6664,-73.7987,40.186,-74.1249
"Albany, NY","Ontario, CA",2023,42.6664,-73.7987,34.0393,-117.6064
"Albany, NY","Portland, OR",2023,42.6664,-73.7987,45.5371,-122.65
"Albany, NY","Harrisburg, PA",2023,42.6664,-73.7987,40.2752,-76.8843
"Albany, NY","Boca Raton, FL",2023,42.6664,-73.7987,26.3752,-80.108
"Albany, NY","San Antonio, TX",2023,42.6664,-73.7987,29.4632,-98.5238
"Albany, NY","State College, PA",2023,42.6664,-73.7987,40.7909,-77.8567
"Albany, NY","St. Mary's, AK",2023,42.6664,-73.7987,62.05649977,-163.3011655
"Albany, NY","Panama City, FL",2023,42.6664,-73.7987,30.1995,-85.6003
"Albany, NY","Teller, AK",2023,42.6664,-73.7987,65.24165189,-166.3355515
"Albany, NY",Bend,2023,42.6664,-73.7987,44.0563,-121.3095
"Albany, NY","New York, NY",2023,42.6664,-73.7987,40.6943,-73.9249
"Albany, NY","Kona, HI",2023,42.6664,-73.7987,19.73714825,-156.0428602
"Albany, NY","Anchorage, AK",2023,42.6664,-73.7987,61.1508,-149.1091
"Albany, NY","Norfolk, VA",2023,42.6664,-73.7987,36.8945,-76.259
"Albany, NY","Myrtle Beach, SC",2023,42.6664,-73.7987,33.7094,-78.8844
"Albany, NY","Greer, SC",2023,42.6664,-73.7987,34.933,-82.2313
"Albany, NY","Westhampton, NY",2023,42.6664,-73.7987,40.84516153,-72.64176113
"Albany, NY","Allakaket, AK",2023,42.6664,-73.7987,66.55084267,-152.6318689
"Albany, NY","Santa Ana, CA",2023,42.6664,-73.7987,33.7367,-117.8819
"Albany, NY","Martha's Vineyard, MA",2023,42.6664,-73.7987,41.3933,-70.6143
"Albany, NY","Westhampton, NY",2023,42.6664,-73.7987,40.84516153,-72.64176113
"Albany, NY","Colorado Springs, CO",2023,42.6664,-73.7987,38.8674,-104.7605
"Albany, NY","Boise, ID",2023,42.6664,-73.7987,43.6005,-116.2308
"Albany, NY","Fresno, CA",2023,42.6664,-73.7987,36.783,-119.7939
"Albany, NY",Saranac Lake,2023,42.6664,-73.7987,44.28508894,-73.97441302
"Albany, NY","Miami, FL",2023,42.6664,-73.7987,25.784,-80.2101
"Albany, NY","Colorado Springs, CO",2023,42.6664,-73.7987,38.8674,-104.7605
"Albany, NY","Fort Lauderdale, FL",2023,42.6664,-73.7987,26.1412,-80.1464
"Albany, NY","Gunnison, CO",2023,42.6664,-73.7987,38.54555111,-106.9256774
"Albany, NY","Stebbins, AK",2023,42.6664,-73.7987,63.5067,-162.2728
"Albany, NY","Ketchikan, AK",2023,42.6664,-73.7987,55.35476499,-131.7122988
"Albany, NY",West Palm Beach,2023,42.6664,-73.7987,26.7469,-80.132
"Albany, NY","Van Nuys, CA",2023,42.6664,-73.7987,34.2098,-118.489
"Albany, NY","Hartford, CT",2023,42.6664,-73.7987,41.7661,-72.6834
"Albany, NY","Wales, AK",2023,42.6664,-73.7987,65.6231733,-168.0950152
"Albany, NY","Louisville, KY",2023,42.6664,-73.7987,38.1663,-85.6485
"Albany, NY","Jacksonville, FL",2023,42.6664,-73.7987,30.3322,-81.6749
"Albany, NY","Atlanta, GA",2023,42.6664,-73.7987,33.7628,-84.422
"Albany, NY","Kiana, AK",2023,42.6664,-73.7987,66.9759,-160.436
"Albany, NY","Martha's Vineyard, MA",2023,42.6664,-73.7987,41.3933,-70.6143
"Albany, NY","Boston, MA",2023,42.6664,-73.7987,42.3188,-71.0852
"Albany, NY","Riverside, CA",2023,42.6664,-73.7987,33.9381,-117.3949
"Albany, NY","Nashville, TN",2023,42.6664,-73.7987,36.1715,-86.7842
"Albany, NY","Detroit, MI",2023,42.6664,-73.7987,42.3834,-83.1024
"Albany, NY","San Francisco, CA",2023,42.6664,-73.7987,37.7558,-122.4449
"Albany, NY","Oakland, CA",2023,42.6664,-73.7987,37.7904,-122.2166
"Albany, NY","Seattle, WA",2023,42.6664,-73.7987,47.6211,-122.3244
"Albany, NY",Fort Collins,2023,42.6664,-73.7987,40.5477,-105.0656
"Albany, NY","Memphis, TN",2023,42.6664,-73.7987,35.1087,-89.9663
"Albany, NY","Santa Ana, CA",2023,42.6664,-73.7987,33.7367,-117.8819
"Albany, NY","Atlanta, GA",2023,42.6664,-73.7987,33.7628,-84.422
"Albany, NY","Ludington, MI",2023,42.6664,-73.7987,44.27974891,-86.25565689
"Albany, NY","Smyrna, TN",2023,42.6664,-73.7987,35.9687,-86.5264
"Albany, NY","New York, NY",2023,42.6664,-73.7987,40.6943,-73.9249
"Albany, NY","Lakeland, FL",2023,42.6664,-73.7987,28.0557,-81.9545
"Albany, NY","New Orleans, LA",2023,42.6664,-73.7987,30.0687,-89.9288
"Albany, NY","Huslia, AK",2023,42.6664,-73.7987,65.69476073,-156.3607512
"Albany, NY","East Hampton, NY",2023,42.6664,-73.7987,41.0117,-72.1277
"Albany, NY","Platinum, AK",2023,42.6664,-73.7987,59.0113,-161.819
"Albany, NY","Charlotte, NC",2023,42.6664,-73.7987,35.2083,-80.8303
"Albany, NY","Hartford, CT",2023,42.6664,-73.7987,41.7661,-72.6834
"Albany, NY","Portland, ME",2023,42.6664,-73.7987,43.6773,-70.2715
"Albany, NY","Van Nuys, CA",2023,42.6664,-73.7987,34.2098,-118.489
"Albany, NY","Huntsville, AL",2023,42.6664,-73.7987,34.6981,-86.6412
"Albany, NY","Tampa, FL",2023,42.6664,-73.7987,27.9945,-82.4447
"Albany, NY","Teterboro, NJ",2023,42.6664,-73.7987,40.85844557,-74.06156139
"Albany, NY","Mountain View, CA",2023,42.6664,-73.7987,37.4001,-122.0796
"Albany, NY","Bedford, MA",2023,42.6664,-73.7987,42.4969,-71.2783
"Albany, NY","Ontario, CA",2023,42.6664,-73.7987,34.0393,-117.6064
"Albany, NY","Kahului, HI",2023,42.6664,-73.7987,20.8715,-156.4603
"Albuquerque, NM","Montgomery, AL",2023,35.1054,-106.6465,32.3482,-86.2668
"Albuquerque, NM","Riverside, CA",2023,35.1054,-106.6465,33.9381,-117.3949
"Albuquerque, NM","Trenton, NJ",2023,35.1054,-106.6465,40.2237,-74.7641
"Albuquerque, NM","Kansas City, MO",2023,35.1054,-106.6465,39.1238,-94.5541
"Albuquerque, NM","Ashland, WV",2023,35.1054,-106.6465,42.18854906,-122.6565532
"Albuquerque, NM","Manchester, NH",2023,35.1054,-106.6465,42.9848,-71.4447
"Albuquerque, NM","Casper, WY",2023,35.1054,-106.6465,42.842,-106.3208
"Albuquerque, NM","Nashville, TN",2023,35.1054,-106.6465,36.1715,-86.7842
"Albuquerque, NM","Honolulu, HI",2023,35.1054,-106.6465,21.3294,-157.846
"Albuquerque, NM","Memphis, TN",2023,35.1054,-106.6465,35.1087,-89.9663
"Albuquerque, NM","Selawik, AK",2023,35.1054,-106.6465,66.6001,-160.0001
"Albuquerque, NM",Sun Valley,2023,35.1054,-106.6465,43.50772517,-114.3011443
"Albuquerque, NM","Bedford, MA",2023,35.1054,-106.6465,42.4969,-71.2783
"Albuquerque, NM","Oakland, CA",2023,35.1054,-106.6465,37.7904,-122.2166
"Albuquerque, NM","Dallas/Fort Worth, Texas",2023,35.1054,-106.6465,32.7935,-96.7667
"Albuquerque, NM","Manchester, NH",2023,35.1054,-106.6465,42.9848,-71.4447
"Albuquerque, NM","Grayling, AK",2023,35.1054,-106.6465,62.89740624,-160.0659518
"Albuquerque, NM","San Francisco, CA",2023,35.1054,-106.6465,37.7558,-122.4449
"Albuquerque, NM","Pittsburgh, PA",2023,35.1054,-106.6465,40.4397,-79.9763
"Albuquerque, NM","Crescent City, CA",2023,35.1054,-106.6465,41.77476844,-124.237113
"Albuquerque, NM",West Palm Beach,2023,35.1054,-106.6465,26.7469,-80.132
"Albuquerque, NM","Twin Hills, AK",2023,35.1054,-106.6465,59.07398828,-160.2752938
"Albuquerque, NM","Ogden, UT",2023,35.1054,-106.6465,41.2279,-111.9682
"Albuquerque, NM","White Plains, NY",2023,35.1054,-106.6465,41.022,-73.7547
"Albuquerque, NM",Greensboro,2023,35.1054,-106.6465,36.0956,-79.8271
"Albuquerque, NM","Martha's Vineyard, MA",2023,35.1054,-106.6465,41.3933,-70.6143
"Albuquerque, NM","Colorado Springs, CO",2023,35.1054,-106.6465,38.8674,-104.7605
"Albuquerque, NM","Knoxville, TN",2023,35.1054,-106.6465,35.9692,-83.9496
"Albuquerque, NM","Newark, NJ",2023,35.1054,-106.6465,40.7245,-74.1725
"Albuquerque, NM","Westhampton, NY",2023,35.1054,-106.6465,40.84516153,-72.64176113
"Albuquerque, NM","Charleston, SC",2023,35.1054,-106.6465,32.8168,-79.9687
"Albuquerque, NM","Newark, NJ",2023,35.1054,-106.6465,40.7245,-74.1725
"Albuquerque, NM",Sun Valley,2023,35.1054,-106.6465,43.50772517,-114.3011443
"Albuquerque, NM","Portland, OR",2023,35.1054,-106.6465,45.5371,-122.65
"Albuquerque, NM","Birmingham, AL",2023,35.1054,-106.6465,33.5279,-86.7971
"Albuquerque, NM","Plymouth, MA",2023,35.1054,-106.6465,41.8783,-70.6309
"Albuquerque, NM","Cordova, AK",2023,35.1054,-106.6465,60.543784,-145.7259942
"Albuquerque, NM","Salt Lake City, UT",2023,35.1054,-106.6465,40.7776,-111.9311
"Albuquerque, NM",Allentown,2023,35.1054,-106.6465,40.5961,-75.4756
"Albuquerque, NM","Levelock, AK",2023,35.1054,-106.6465,59.1285,-156.8588
"Albuquerque, NM","Hawthorne, CA",2023,35.1054,-106.6465,33.9147,-118.3476
"Albuquerque, NM","East Farmingdale, NY",2023,35.1054,-106.6465,40.7287,-73.4134
"Albuquerque, NM","Omaha, NE",2023,35.1054,-106.6465,41.2627,-96.0529
"Albuquerque, NM","Dayton, OH",2023,35.1054,-106.6465,39.7805,-84.2003
"Albuquerque, NM","Fort Myers, FL",2023,35.1054,-106.6465,26.6194,-81.8302
"Albuquerque, NM","Laredo, TX",2023,35.1054,-106.6465,27.5625,-99.4874
"Albuquerque, NM","Ambler, AK",2023,35.1054,-106.6465,67.1064,-157.8522
"Albuquerque, NM","Teterboro, NJ",2023,35.1054,-106.6465,40.85844557,-74.06156139
"Albuquerque, NM","Minneapolis, MN",2023,35.1054,-106.6465,44.9635,-93.2678
"Albuquerque, NM","Nashville, TN",2023,35.1054,-106.6465,36.1715,-86.7842
"Albuquerque, NM","St. Louis, MO",2023,35.1054,-106.6465,38.6359,-90.2451
"Albuquerque, NM","Key West, FL",2023,35.1054,-106.6465,24.5642,-81.7775
"Albuquerque, NM","Boston, MA",2023,35.1054,-106.6465,42.3188,-71.0852
"Albuquerque, NM","Shishmaref, AK",2023,35.1054,-106.6465,66.256,-166.059
"Albuquerque, NM","Lubbock, TX",2023,35.1054,-106.6465,33.5657,-101.8879
"Albuquerque, NM","Charlotte, NC",2023,35.1054,-106.6465,35.2083,-80.8303
"Albuquerque, NM",Sarasota,2023,35.1054,-106.6465,27.3387,-82.5432
"Albuquerque, NM","King Cove, AK",2023,35.1054,-106.6465,55.1172,-162.2664
"Albuquerque, NM","Mountain Village, AK",2023,35.1054,-106.6465,62.09511192,-163.6822364
"Albuquerque, NM","Teterboro, NJ",2023,35.1054,-106.6465,40.85844557,-74.06156139
"Albuquerque, NM","Morristown, NJ",2023,35.1054,-106.6465,40.7967,-74.4772
"Albuquerque, NM","Detroit, MI",2023,35.1054,-106.6465,42.3834,-83.1024
"Albuquerque, NM","Washington, DC",2023,35.1054,-106.6465,38.85779787,-77.03827439
"Albuquerque, NM","San Jose, CA",2023,35.1054,-106.6465,37.3012,-121.848
"Albuquerque, NM","Kotzebue, AK",2023,35.1054,-106.6465,66.8847,-162.5986
"Albuquerque, NM","Eagle, CO",2023,35.1054,-106.6465,39.64250855,-106.9169347
"Albuquerque, NM","Helena, MT",2023,35.1054,-106.6465,46.5965,-112.0202
"Albuquerque, NM","Tuntutuliak, AK",2023,35.1054,-106.6465,60.34999153,-162.6561882
"Albuquerque, NM","Holy Cross, AK",2023,35.1054,-106.6465,62.19263011,-159.7719651
"Albuquerque, NM","Palm Springs, CA",2023,35.1054,-106.6465,33.8017,-116.5382
"Albuquerque, NM","Bowling Green, KY",2023,35.1054,-106.6465,36.9716,-86.4378
"Albuquerque, NM","Harrisburg, PA",2023,35.1054,-106.6465,40.2752,-76.8843
"Albuquerque, NM","Hawthorne, CA",2023,35.1054,-106.6465,33.9147,-118.3476
